id,visit_id,visitor_id,domain,url,country,date,page_views,time on site
v3124,visit_2861,visitor_2713,domain_2,url_107,c_16,2013-01-28 14:44:18,1,0
v3126,visit_2863,visitor_2715,domain_2,url_133,c_32,2013-05-10 17:07:45,1,0
v3127,visit_2864,visitor_2716,domain_2,url_93,c_27,2013-11-27 13:25:05,1,32
v3129,visit_2866,visitor_2718,domain_2,url_126,c_01,2013-03-10 20:19:26,1,0
v3131,visit_2868,visitor_2720,domain_2,url_58,c_17,2013-12-05 19:03:28,1,0
v3132,visit_2869,visitor_2721,domain_2,url_74,c_06,2014-02-13 20:37:32,1,21
v3133,visit_2870,visitor_2721,domain_2,url_74,c_06,2014-02-14 22:31:34,1,23
v3134,visit_2871,visitor_2722,domain_2,url_17,c_06,2014-01-09 21:21:02,1,0
v3136,visit_2873,visitor_2724,domain_2,url_40,c_17,2013-11-08 23:33:04,1,0
v3137,visit_2874,visitor_2725,domain_2,url_123,c_11,2013-04-30 18:59:00,1,18
v3138,visit_2875,visitor_2726,domain_2,url_36,c_23,2013-09-28 18:41:46,1,0
v3139,visit_2876,visitor_2727,domain_2,url_139,c_01,2014-05-04 06:28:31,1,117
v3140,visit_2877,visitor_2728,domain_2,url_97,c_03,2013-03-07 10:53:48,1,0
v3142,visit_2879,visitor_2730,domain_2,url_61,c_05,2014-02-28 10:10:05,1,59
v3143,visit_2880,visitor_2731,domain_2,url_92,c_17,2013-02-18 12:04:55,1,16
v3145,visit_2882,visitor_2733,domain_2,url_101,c_06,2013-02-26 10:42:19,1,62
v3146,visit_2883,visitor_2734,domain_2,url_98,c_17,2013-11-16 20:56:57,1,0
v3147,visit_2884,visitor_2734,domain_2,url_48,c_17,2013-11-16 21:32:53,1,11
v3149,visit_2886,visitor_2736,domain_2,url_106,c_12,2013-08-18 17:07:36,1,0
v3150,visit_2887,visitor_2737,domain_2,url_17,c_08,2014-04-12 02:20:04,1,0
v3153,visit_2890,visitor_2740,domain_2,url_98,c_17,2013-10-28 13:58:39,1,0
v3155,visit_2892,visitor_2742,domain_2,url_27,c_17,2013-07-26 10:30:38,1,0
v3157,visit_2894,visitor_2744,domain_2,url_136,c_15,2013-11-27 09:23:09,1,227
v3159,visit_2896,visitor_2746,domain_2,url_128,c_08,2013-11-11 13:55:47,1,0
v3160,visit_2897,visitor_2747,domain_2,url_69,c_17,2013-07-26 22:58:23,1,57
v3161,visit_2898,visitor_2748,domain_2,url_18,c_20,2013-12-23 18:53:15,1,0
v3162,visit_2899,visitor_2749,domain_1,url_8,c_21,2013-09-15 17:03:23,0,2
v3163,visit_2899,visitor_2749,domain_1,url_10,c_21,2013-09-15 17:03:25,1,13
v3164,visit_2900,visitor_2750,domain_2,url_84,c_02,2013-08-02 12:29:34,1,0
v3166,visit_2902,visitor_2752,domain_2,url_126,c_02,2014-02-25 18:07:40,1,0
v3168,visit_2904,visitor_2754,domain_2,url_27,c_17,2014-03-23 18:18:34,1,0
v3169,visit_2905,visitor_2755,domain_2,url_139,c_01,2013-12-21 07:41:21,1,0
v3170,visit_2906,visitor_2756,domain_2,url_28,c_02,2014-03-26 20:40:51,1,0
v3171,visit_2907,visitor_2757,domain_2,url_49,c_20,2013-01-29 00:28:01,1,1
v3173,visit_2909,visitor_2759,domain_2,url_108,c_17,2013-09-13 15:51:25,1,0
v3174,visit_2910,visitor_2760,domain_2,url_141,c_01,2014-02-04 17:22:44,1,0
v3181,visit_2916,visitor_2765,domain_2,url_52,c_05,2013-12-22 14:49:56,1,0
v3182,visit_2917,visitor_2766,domain_2,url_136,c_15,2014-05-14 08:43:00,1,0
v3184,visit_2919,visitor_2768,domain_2,url_133,c_11,2013-08-20 18:23:08,1,0
v3185,visit_2920,visitor_2769,domain_2,url_59,c_03,2013-11-21 01:01:44,1,0
v3189,visit_2924,visitor_2773,domain_2,url_101,c_05,2013-11-06 06:08:18,1,303
v3190,visit_2925,visitor_2774,domain_2,url_18,c_20,2014-04-07 20:33:11,1,0
v3191,visit_2926,visitor_2775,domain_2,url_93,c_11,2013-11-21 15:26:23,1,5
v3194,visit_2929,visitor_2778,domain_2,url_111,c_33,2013-04-08 15:32:26,1,73
v3198,visit_2933,visitor_2782,domain_2,url_67,c_12,2014-02-16 16:07:38,1,50
v3201,visit_2936,visitor_2785,domain_2,url_18,c_20,2013-09-02 23:18:41,1,0
v3202,visit_2937,visitor_2786,domain_1,url_3,c_21,2013-03-08 05:01:48,1,62
v3203,visit_2938,visitor_2787,domain_2,url_95,c_24,2013-01-16 11:41:12,1,0
v3204,visit_2939,visitor_2788,domain_1,url_8,c_21,2013-02-08 20:26:57,0,1
v3206,visit_2941,visitor_2790,domain_2,url_123,c_11,2013-04-03 11:05:26,1,81
v3207,visit_2942,visitor_2791,domain_1,url_2,c_07,2013-02-01 17:33:28,1,0
v3208,visit_2943,visitor_2792,domain_2,url_139,c_20,2014-05-12 13:07:00,1,0
v3210,visit_2945,visitor_2794,domain_1,url_10,c_21,2013-09-28 04:36:57,1,0
v3215,visit_2950,visitor_2799,domain_2,url_97,c_07,2013-03-31 00:49:05,1,76
v3217,visit_2952,visitor_2801,domain_2,url_67,c_12,2014-02-10 17:52:03,1,0
v3223,visit_2958,visitor_2807,domain_2,url_112,c_11,2013-11-21 18:45:45,1,40
v3224,visit_2959,visitor_2808,domain_2,url_132,c_17,2014-01-27 18:20:44,1,0
v3225,visit_2960,visitor_2809,domain_2,url_50,c_11,2013-06-02 08:32:30,1,0
v3226,visit_2961,visitor_2810,domain_2,url_22,c_11,2013-12-01 23:19:31,1,10
v3229,visit_2964,visitor_2813,domain_2,url_47,c_17,2014-05-07 00:46:50,1,0
v3231,visit_2966,visitor_2815,domain_2,url_109,c_03,2014-04-10 08:13:35,1,0
v3232,visit_2967,visitor_2816,domain_2,url_141,c_01,2013-08-19 15:55:25,1,20
v3236,visit_2971,visitor_2820,domain_2,url_40,c_17,2014-01-06 13:51:31,1,0
v3238,visit_2973,visitor_2822,domain_2,url_35,c_12,2013-12-19 11:33:47,1,0
v3242,visit_2977,visitor_2826,domain_2,url_12,c_02,2014-04-17 11:49:05,1,0
v3243,visit_2978,visitor_2827,domain_2,url_113,c_11,2013-04-11 13:22:23,1,0
v3244,visit_2979,visitor_2828,domain_2,url_69,c_31,2013-10-14 11:18:44,1,0
v3245,visit_2980,visitor_2829,domain_2,url_88,c_21,2013-12-17 18:07:02,1,137
v3246,visit_2981,visitor_2830,domain_2,url_39,c_12,2013-09-04 09:50:47,1,0
v3251,visit_2984,visitor_2833,domain_2,url_142,c_14,2014-04-02 02:36:53,1,0
v3252,visit_2985,visitor_2834,domain_2,url_35,c_12,2013-08-27 19:58:57,1,65
v3253,visit_2986,visitor_2835,domain_2,url_139,c_01,2013-05-21 19:20:19,1,0
v3256,visit_2989,visitor_2838,domain_2,url_81,c_27,2014-04-13 16:27:39,1,12
v3258,visit_2991,visitor_2839,domain_2,url_116,c_30,2013-03-13 12:02:20,1,0
v3260,visit_2993,visitor_2841,domain_2,url_18,c_02,2014-05-05 17:33:38,1,0
v3264,visit_2997,visitor_2845,domain_1,url_8,c_14,2013-03-14 15:59:03,1,0
v3266,visit_2765,visitor_2618,domain_2,url_38,c_02,2013-01-29 15:45:18,0,0
v3267,visit_2765,visitor_2618,domain_2,url_38,c_02,2013-01-29 15:48:44,0,0
v3271,visit_2792,visitor_2645,domain_2,url_108,c_17,2013-09-05 16:49:49,1,10
v3272,visit_3002,visitor_2850,domain_2,url_64,c_14,2013-08-23 11:16:34,1,0
v3274,visit_3004,visitor_2852,domain_1,url_2,c_21,2013-06-19 17:30:46,1,0
v3277,visit_3007,visitor_2855,domain_2,url_117,c_11,2013-11-26 15:47:28,1,62
v3278,visit_3008,visitor_2856,domain_2,url_84,c_02,2013-03-14 17:26:56,1,9
v3282,visit_3012,visitor_2860,domain_2,url_67,c_13,2014-04-12 16:47:12,1,0
v3283,visit_2813,visitor_2665,domain_1,url_8,c_21,2014-03-11 17:53:53,0,5
v3285,visit_3014,visitor_2862,domain_1,url_4,c_21,2013-10-03 17:18:51,1,6
v3286,visit_3015,visitor_2863,domain_1,url_10,c_21,2013-08-17 15:38:44,0,0
v3287,visit_2822,visitor_2674,domain_2,url_56,c_21,2014-05-25 03:23:09,1,159
v3288,visit_3016,visitor_2864,domain_2,url_74,c_06,2014-05-07 08:40:18,1,4
v3291,visit_3018,visitor_2866,domain_2,url_38,c_02,2013-04-15 18:25:17,1,0
v3292,visit_3019,visitor_2867,domain_2,url_23,c_03,2014-05-15 12:37:02,1,0
v3293,visit_3020,visitor_2868,domain_2,url_106,c_12,2013-09-01 19:50:56,1,0
v3294,visit_3021,visitor_2869,domain_2,url_51,c_12,2013-03-06 01:11:57,1,1
v3295,visit_3022,visitor_2870,domain_1,url_7,c_21,2013-05-17 17:57:15,0,2
v3296,visit_3023,visitor_2871,domain_2,url_50,c_27,2013-08-01 07:55:43,1,0
v3300,visit_3027,visitor_2874,domain_2,url_105,c_11,2013-11-11 16:43:08,1,0
v3301,visit_3028,visitor_2875,domain_2,url_108,c_17,2014-05-17 13:13:54,1,0
v3304,visit_3031,visitor_2878,domain_2,url_53,c_11,2013-04-27 09:23:29,1,0
v3306,visit_3033,visitor_2880,domain_2,url_113,c_09,2013-05-15 12:08:30,1,0
v3307,visit_3034,visitor_2881,domain_1,url_7,c_21,2013-11-15 18:34:55,1,833
v3308,visit_3035,visitor_2882,domain_2,url_134,c_20,2014-05-21 15:15:24,1,8
v3310,visit_3037,visitor_2884,domain_1,url_3,c_21,2014-03-13 00:08:59,1,0
v3311,visit_3038,visitor_2885,domain_2,url_72,c_35,2014-05-02 04:20:09,1,93
v3312,visit_3039,visitor_2886,domain_2,url_126,c_02,2014-05-16 19:18:53,1,0
v3314,visit_3041,visitor_2888,domain_1,url_2,c_25,2013-10-14 18:03:18,0,1
v3316,visit_3043,visitor_2890,domain_2,url_31,c_04,2013-10-30 21:23:04,1,0
v3317,visit_3044,visitor_2891,domain_2,url_44,c_14,2013-09-04 18:59:40,1,0
v3318,visit_3045,visitor_2892,domain_2,url_45,c_01,2013-04-06 08:33:04,1,0
v3319,visit_3046,visitor_2893,domain_2,url_53,c_27,2013-01-19 10:21:25,1,0
v3320,visit_3047,visitor_2894,domain_1,url_7,c_14,2013-03-22 00:27:00,1,342
v3321,visit_2907,visitor_2757,domain_2,url_49,c_20,2013-01-29 00:28:02,0,0
v3322,visit_3048,visitor_2895,domain_2,url_39,c_02,2014-01-03 20:44:51,1,465
v3323,visit_2899,visitor_2749,domain_1,url_6,c_21,2013-09-15 17:04:16,1,0
v3327,visit_2929,visitor_2778,domain_2,url_105,c_33,2013-04-08 15:52:02,1,54
v3332,visit_3056,visitor_2903,domain_2,url_33,c_17,2013-12-02 16:40:26,1,10
v3334,visit_3057,visitor_2904,domain_2,url_69,c_17,2013-09-18 17:33:04,1,30
v3335,visit_3058,visitor_2905,domain_2,url_79,c_07,2013-07-12 22:30:26,1,0
v3342,visit_3063,visitor_2910,domain_2,url_117,c_11,2014-02-12 11:52:16,1,338
v3343,visit_3064,visitor_2911,domain_2,url_18,c_20,2014-03-03 11:38:55,1,0
v3344,visit_3065,visitor_2912,domain_2,url_51,c_13,2013-05-12 10:01:10,1,0
v3346,visit_3067,visitor_2914,domain_1,url_3,c_21,2013-06-30 20:59:09,1,0
v3347,visit_3068,visitor_2915,domain_2,url_87,c_05,2013-11-23 15:13:28,1,0
v3349,visit_3070,visitor_2917,domain_2,url_113,c_11,2013-06-30 18:32:13,1,67
v3351,visit_3072,visitor_2919,domain_2,url_78,c_11,2013-02-19 23:28:37,1,0
v3352,visit_3073,visitor_2920,domain_2,url_35,c_12,2013-08-18 19:00:03,1,0
v3354,visit_3075,visitor_2922,domain_2,url_40,c_17,2014-04-08 20:11:25,1,0
v3356,visit_3077,visitor_2924,domain_2,url_44,c_29,2013-05-11 11:05:45,1,0
v3359,visit_3080,visitor_2927,domain_2,url_114,c_01,2013-04-04 08:31:28,1,0
v3360,visit_3081,visitor_2928,domain_2,url_34,c_20,2013-09-01 09:48:05,1,8
v3367,visit_3088,visitor_2935,domain_2,url_62,c_17,2013-11-28 09:41:35,1,269
v3369,visit_3090,visitor_2937,domain_2,url_56,c_14,2013-10-15 21:46:07,1,4
v3371,visit_3092,visitor_2939,domain_2,url_141,c_01,2014-01-05 13:12:11,1,44
v3377,visit_3098,visitor_2945,domain_2,url_123,c_11,2013-02-25 11:11:36,1,22
v3379,visit_3100,visitor_2947,domain_2,url_52,c_06,2014-01-31 04:41:10,1,0
v3382,visit_3103,visitor_2950,domain_2,url_69,c_17,2013-08-27 12:35:28,1,0
v3383,visit_3104,visitor_2951,domain_1,url_7,c_21,2014-02-26 12:31:25,1,0
v3390,visit_3111,visitor_2957,domain_2,url_74,c_06,2013-04-13 18:21:22,1,0
v3392,visit_3113,visitor_2959,domain_2,url_90,c_17,2013-07-07 11:01:50,1,0
v3393,visit_3114,visitor_2960,domain_1,url_4,c_21,2013-06-19 06:11:17,1,14
v3394,visit_3115,visitor_2961,domain_1,url_3,c_21,2013-06-10 06:16:41,1,3
v3397,visit_3118,visitor_2964,domain_2,url_108,c_17,2013-09-21 15:53:59,1,0
v3398,visit_3119,visitor_2965,domain_2,url_92,c_17,2013-12-17 12:12:29,1,14
v3400,visit_3121,visitor_2967,domain_1,url_8,c_21,2014-04-16 18:05:02,0,0
v3401,visit_3122,visitor_2968,domain_2,url_126,c_20,2014-02-01 11:50:20,1,0
v3402,visit_3123,visitor_2969,domain_2,url_33,c_27,2013-01-18 16:59:19,1,4
v3405,visit_3126,visitor_2972,domain_2,url_53,c_21,2013-01-11 12:59:51,1,0
v3407,visit_3128,visitor_2974,domain_2,url_97,c_09,2013-03-10 00:45:34,1,0
v3410,visit_3131,visitor_2977,domain_2,url_57,c_07,2013-01-19 17:12:39,1,0
v3411,visit_3132,visitor_2978,domain_2,url_51,c_13,2014-03-03 17:41:27,1,0
v3412,visit_3133,visitor_2979,domain_2,url_58,c_17,2013-12-12 16:53:09,1,31
v3414,visit_3135,visitor_2981,domain_1,url_4,c_30,2013-09-14 13:00:38,1,4
v3417,visit_3138,visitor_2984,domain_2,url_101,c_06,2013-06-29 19:41:03,1,0
v3419,visit_3140,visitor_2986,domain_2,url_92,c_23,2013-04-05 15:35:17,1,21
v3421,visit_3142,visitor_2988,domain_2,url_12,c_20,2014-01-15 14:36:34,1,0
v3423,visit_3144,visitor_2990,domain_2,url_112,c_11,2013-07-20 10:47:51,1,0
v3424,visit_3145,visitor_2991,domain_2,url_35,c_12,2013-08-27 13:44:46,1,33
v3425,visit_3146,visitor_2992,domain_2,url_66,c_37,2013-06-23 19:11:50,1,16
v3426,visit_3147,visitor_2993,domain_2,url_127,c_17,2013-11-15 10:14:03,1,6
v3429,visit_3150,visitor_2996,domain_2,url_122,c_26,2014-05-11 16:04:47,1,0
v3430,visit_3151,visitor_2997,domain_1,url_9,c_24,2014-02-28 18:24:01,1,332
v3431,visit_3152,visitor_2998,domain_2,url_23,c_03,2013-11-02 07:40:03,1,0
v3432,visit_3153,visitor_2999,domain_2,url_88,c_07,2013-10-16 19:33:03,1,0
v3435,visit_3156,visitor_3002,domain_2,url_72,c_03,2013-09-18 08:40:48,1,8
v3436,visit_3157,visitor_3003,domain_2,url_109,c_03,2013-05-10 12:25:38,1,0
v3437,visit_3158,visitor_3004,domain_2,url_25,c_05,2013-10-25 11:45:17,1,112
v3438,visit_3159,visitor_3004,domain_2,url_36,c_05,2013-10-25 18:01:51,1,0
v3441,visit_3162,visitor_3007,domain_2,url_136,c_30,2013-10-10 12:41:25,1,68
v3443,visit_3164,visitor_3009,domain_2,url_132,c_17,2013-12-06 12:59:45,1,128
v3445,visit_3166,visitor_3011,domain_2,url_113,c_32,2014-02-27 15:04:44,1,0
v3446,visit_3167,visitor_3012,domain_2,url_41,c_17,2014-01-29 19:35:54,1,0
v3447,visit_3168,visitor_3013,domain_2,url_18,c_20,2013-08-25 11:24:41,1,0
v3450,visit_3171,visitor_3016,domain_2,url_142,c_11,2014-05-05 00:29:40,0,0
v3451,visit_3172,visitor_3017,domain_2,url_78,c_27,2014-05-11 13:31:30,1,0
v3456,visit_3177,visitor_3022,domain_2,url_142,c_27,2014-05-19 10:02:02,1,0
v3458,visit_3179,visitor_3024,domain_2,url_45,c_01,2013-02-01 20:51:10,1,0
v3459,visit_3180,visitor_3025,domain_2,url_23,c_03,2014-01-23 02:54:42,1,0
v3460,visit_3181,visitor_3026,domain_2,url_106,c_12,2013-11-07 10:01:01,1,13
v3461,visit_3182,visitor_3027,domain_2,url_117,c_11,2014-01-28 17:48:30,1,0
v3462,visit_3183,visitor_3028,domain_2,url_27,c_23,2013-08-28 22:36:07,1,0
v3465,visit_3186,visitor_3031,domain_2,url_106,c_12,2013-08-17 18:21:28,1,9
v3466,visit_3187,visitor_3032,domain_2,url_102,c_05,2013-12-10 10:12:46,1,14
v3467,visit_3188,visitor_3033,domain_2,url_95,c_11,2013-02-26 17:52:33,1,0
v3468,visit_3189,visitor_3034,domain_2,url_47,c_23,2013-08-30 15:23:06,1,0
v3469,visit_3190,visitor_3035,domain_2,url_67,c_02,2013-12-01 20:29:37,0,3
v3471,visit_3192,visitor_3037,domain_2,url_134,c_17,2013-04-24 14:25:24,1,0
v3474,visit_3195,visitor_3040,domain_2,url_41,c_17,2013-10-04 18:35:45,1,0
v3475,visit_3196,visitor_3041,domain_2,url_95,c_07,2013-07-25 15:38:19,1,52
v3476,visit_3197,visitor_3042,domain_1,url_7,c_14,2014-03-07 07:49:28,0,4
v3481,visit_3202,visitor_3047,domain_2,url_101,c_06,2013-05-01 10:25:42,1,2
v3483,visit_3204,visitor_3049,domain_2,url_12,c_02,2013-01-22 19:43:26,1,0
v3484,visit_3204,visitor_3049,domain_2,url_12,c_02,2013-01-22 19:43:28,0,0
v3485,visit_3204,visitor_3049,domain_2,url_12,c_02,2013-01-22 19:43:59,1,0
v3486,visit_3205,visitor_3050,domain_2,url_117,c_11,2013-02-25 14:46:04,1,59
v3487,visit_3206,visitor_3051,domain_2,url_28,c_01,2014-04-16 14:54:26,1,0
v3490,visit_3209,visitor_3054,domain_2,url_18,c_06,2014-03-25 10:08:37,1,0
v3491,visit_3204,visitor_3049,domain_2,url_12,c_02,2013-01-22 19:43:34,1,0
v3495,visit_3213,visitor_3054,domain_2,url_18,c_06,2014-03-25 11:48:06,1,0
v3496,visit_3214,visitor_3058,domain_1,url_2,c_18,2014-03-01 23:05:21,0,0
v3497,visit_3215,visitor_3059,domain_2,url_78,c_11,2013-10-15 18:20:02,1,0
v3499,visit_3217,visitor_3061,domain_2,url_12,c_20,2014-04-26 22:10:50,1,0
v3501,visit_3218,visitor_3062,domain_2,url_62,c_17,2013-04-01 17:32:36,1,0
v3503,visit_3220,visitor_3064,domain_1,url_3,c_21,2013-10-11 21:43:00,1,0
v3504,visit_3204,visitor_3049,domain_2,url_12,c_02,2013-01-22 19:44:11,0,0
v3506,visit_3204,visitor_3049,domain_2,url_12,c_02,2013-01-22 19:43:42,1,0
v3507,visit_3222,visitor_3066,domain_2,url_58,c_17,2013-12-25 07:44:05,1,0
v3508,visit_3223,visitor_3067,domain_2,url_35,c_12,2013-11-02 13:03:19,1,1
v3509,visit_3224,visitor_3068,domain_2,url_90,c_23,2014-05-07 03:23:43,1,9
v3510,visit_3225,visitor_3069,domain_2,url_88,c_07,2014-05-25 10:16:26,1,0
v3511,visit_3226,visitor_3070,domain_2,url_72,c_03,2014-01-27 17:37:50,1,0
v3512,visit_3214,visitor_3058,domain_1,url_5,c_18,2014-03-01 23:13:11,0,9
v3513,visit_3227,visitor_3058,domain_1,url_5,c_31,2014-03-03 10:44:18,0,0
v3514,visit_3228,visitor_3071,domain_2,url_111,c_08,2013-12-20 07:24:54,1,0
v3516,visit_3230,visitor_3073,domain_2,url_72,c_03,2013-11-15 04:10:35,1,0
v3517,visit_3231,visitor_3074,domain_2,url_85,c_08,2013-04-09 19:07:19,1,0
v3521,visit_3234,visitor_3077,domain_2,url_61,c_05,2014-04-10 10:40:01,1,110
v3523,visit_3236,visitor_3079,domain_2,url_61,c_06,2013-10-26 03:13:59,1,0
v3524,visit_3237,visitor_3080,domain_2,url_117,c_11,2013-09-25 12:34:26,1,0
v3526,visit_3239,visitor_3082,domain_2,url_141,c_01,2013-01-06 10:17:34,1,141
v3528,visit_3241,visitor_3084,domain_2,url_101,c_05,2014-03-19 08:04:55,1,1
v3529,visit_3242,visitor_3085,domain_2,url_92,c_17,2013-08-01 00:34:21,1,0
v3530,visit_3243,visitor_3086,domain_2,url_66,c_14,2013-09-10 10:58:30,0,0
v3531,visit_3244,visitor_3087,domain_2,url_122,c_03,2013-09-11 09:07:17,1,5
v3532,visit_3244,visitor_3087,domain_2,url_42,c_03,2013-09-11 09:06:54,1,12
v3533,visit_3245,visitor_3088,domain_2,url_132,c_17,2013-09-21 14:10:53,1,0
v3534,visit_3246,visitor_3089,domain_2,url_106,c_12,2013-08-29 15:35:56,1,0
v3535,visit_3247,visitor_3090,domain_2,url_46,c_28,2013-03-20 12:25:23,1,0
v3536,visit_3248,visitor_3091,domain_2,url_109,c_03,2013-03-06 06:33:10,1,22
v3537,visit_3249,visitor_3092,domain_2,url_142,c_07,2014-03-30 22:44:26,1,0
v3539,visit_3251,visitor_3094,domain_1,url_8,c_21,2013-03-28 05:31:01,1,0
v3541,visit_3253,visitor_3058,domain_1,url_6,c_31,2014-03-03 10:04:52,1,30
v3543,visit_3255,visitor_3097,domain_1,url_10,c_21,2013-09-11 17:39:14,1,0
v3547,visit_3259,visitor_3100,domain_2,url_46,c_02,2014-04-23 14:19:41,1,1
v3548,visit_3260,visitor_3101,domain_2,url_23,c_03,2013-12-27 19:07:05,1,0
v3549,visit_3261,visitor_3102,domain_2,url_68,c_07,2014-03-04 17:32:42,1,0
v3550,visit_3262,visitor_3103,domain_2,url_76,c_07,2013-08-28 21:09:58,1,105
v3551,visit_3263,visitor_3104,domain_2,url_77,c_27,2014-05-10 15:20:52,1,0
v3552,visit_3264,visitor_3105,domain_2,url_136,c_24,2013-11-02 09:41:11,1,24
v3553,visit_3265,visitor_3106,domain_2,url_61,c_06,2014-03-29 17:24:06,1,0
v3556,visit_3268,visitor_3109,domain_2,url_57,c_07,2013-06-18 20:26:03,1,0
v3558,visit_3270,visitor_3111,domain_2,url_116,c_08,2014-04-25 12:10:31,1,0
v3562,visit_3196,visitor_3041,domain_2,url_66,c_07,2013-07-25 15:40:01,1,0
v3564,visit_3275,visitor_3116,domain_2,url_35,c_12,2013-08-11 21:59:52,1,124
v3568,visit_3279,visitor_3120,domain_2,url_139,c_01,2013-06-12 08:55:59,1,0
v3569,visit_3280,visitor_3121,domain_1,url_8,c_14,2013-04-18 11:34:00,0,1
v3570,visit_3281,visitor_3122,domain_2,url_51,c_13,2014-03-09 16:15:33,1,152
v3571,visit_3282,visitor_3123,domain_2,url_81,c_06,2013-01-25 16:45:42,1,16
v3572,visit_3283,visitor_3124,domain_2,url_102,c_06,2013-10-31 15:45:40,1,24
v3575,visit_3286,visitor_3127,domain_2,url_16,c_07,2013-03-28 17:25:22,1,0
v3577,visit_3288,visitor_3129,domain_2,url_106,c_12,2013-08-16 08:51:46,1,0
v3578,visit_3289,visitor_3130,domain_2,url_39,c_13,2014-05-08 01:05:22,1,0
v3579,visit_3290,visitor_3131,domain_2,url_101,c_05,2013-01-20 17:15:20,1,0
v3580,visit_3291,visitor_3132,domain_2,url_93,c_11,2013-06-22 19:00:54,1,263
v3581,visit_3251,visitor_3094,domain_1,url_8,c_21,2013-03-28 05:31:13,0,1
v3582,visit_3227,visitor_3058,domain_1,url_7,c_31,2014-03-03 10:42:45,0,1
v3583,visit_3292,visitor_3133,domain_2,url_140,c_08,2013-11-10 12:33:19,1,0
v3589,visit_3298,visitor_3138,domain_2,url_108,c_17,2013-09-16 16:02:11,1,0
v3592,visit_3301,visitor_3141,domain_2,url_47,c_06,2014-05-02 19:25:35,1,0
v3594,visit_3303,visitor_3143,domain_1,url_9,c_29,2014-02-18 03:06:02,0,0
v3596,visit_3305,visitor_3145,domain_2,url_62,c_23,2014-05-08 17:53:19,1,33
v3599,visit_3308,visitor_3148,domain_2,url_28,c_01,2013-05-30 22:05:27,1,0
v3600,visit_3309,visitor_3149,domain_2,url_112,c_11,2013-01-01 21:03:38,1,0
v3602,visit_3311,visitor_3151,domain_2,url_116,c_22,2014-03-13 10:26:03,1,160
v3610,visit_3318,visitor_3156,domain_2,url_139,c_01,2013-04-30 18:57:58,1,0
v3612,visit_3320,visitor_3158,domain_2,url_117,c_11,2013-03-02 08:33:30,1,7
v3613,visit_3321,visitor_3159,domain_2,url_118,c_02,2013-06-28 18:56:47,1,0
v3614,visit_3322,visitor_3160,domain_2,url_67,c_02,2013-10-12 20:02:50,1,0
v3618,visit_3326,visitor_3164,domain_2,url_118,c_01,2013-08-22 12:46:16,1,0
v3619,visit_3327,visitor_3165,domain_2,url_48,c_17,2013-05-25 23:34:10,1,304
v3621,visit_3329,visitor_3167,domain_2,url_141,c_01,2014-05-29 00:13:39,1,2
v3623,visit_3291,visitor_3132,domain_2,url_93,c_11,2013-06-22 19:06:08,1,80
v3624,visit_3331,visitor_3169,domain_1,url_3,c_21,2013-10-20 16:50:52,1,0
v3625,visit_3332,visitor_3170,domain_2,url_44,c_14,2013-07-04 16:24:05,1,0
v3627,visit_3334,visitor_3172,domain_2,url_26,c_12,2013-01-21 09:13:06,1,165
v3631,visit_3338,visitor_3176,domain_2,url_108,c_11,2013-09-09 23:57:27,1,0
v3633,visit_3340,visitor_3178,domain_1,url_10,c_21,2013-10-06 21:10:16,1,223
v3634,visit_3341,visitor_3179,domain_2,url_116,c_08,2013-10-17 08:16:17,1,13
v3635,visit_3342,visitor_3180,domain_2,url_113,c_11,2013-12-27 07:30:59,1,94
v3637,visit_3344,visitor_3181,domain_2,url_95,c_14,2013-01-17 18:44:38,1,221
v3638,visit_3345,visitor_3182,domain_2,url_117,c_11,2014-04-24 22:26:38,1,0
v3639,visit_3346,visitor_3183,domain_2,url_88,c_14,2014-05-04 15:49:02,0,4
v3641,visit_3291,visitor_3132,domain_2,url_93,c_11,2013-06-22 19:07:28,1,59
v3642,visit_3348,visitor_3185,domain_1,url_4,c_21,2013-10-03 21:24:31,1,8
v3643,visit_3349,visitor_3186,domain_2,url_26,c_12,2013-01-10 14:52:15,1,9
v3645,visit_3351,visitor_3188,domain_1,url_4,c_21,2013-04-17 22:29:07,0,0
v3646,visit_3352,visitor_3189,domain_2,url_111,c_08,2013-04-01 16:32:59,1,0
v3648,visit_3354,visitor_3191,domain_2,url_18,c_08,2013-12-24 10:02:09,1,0
v3649,visit_3355,visitor_3085,domain_2,url_31,c_17,2013-07-31 13:37:42,1,54
v3650,visit_3356,visitor_3192,domain_2,url_16,c_07,2013-07-05 11:52:57,1,1570
v3651,visit_3357,visitor_3192,domain_2,url_65,c_07,2013-07-24 13:26:01,1,0
v3652,visit_3358,visitor_3192,domain_2,url_44,c_07,2013-07-24 16:04:59,1,18
v3653,visit_3359,visitor_3193,domain_2,url_97,c_27,2013-04-08 00:23:35,1,9
v3654,visit_3360,visitor_3194,domain_2,url_139,c_01,2013-03-07 20:05:40,1,0
v3655,visit_3361,visitor_3195,domain_2,url_95,c_07,2013-09-07 13:03:02,1,2
v3656,visit_3361,visitor_3195,domain_2,url_66,c_07,2013-09-07 13:03:04,1,2
v3659,visit_3363,visitor_3197,domain_1,url_2,c_07,2014-05-14 08:16:05,0,0
v3660,visit_3364,visitor_3198,domain_2,url_87,c_05,2014-01-13 11:40:47,1,0
v3662,visit_3366,visitor_3200,domain_2,url_89,c_11,2013-02-08 06:46:32,1,41
