record_id,Years,date,domain,url,country,page_views
3113,2012,Aug,domain_2,url_103,c_25,34.0
3114,2012,Aug,domain_2,url_103,c_27,1.0
3115,2012,Aug,domain_2,url_104,c_07,8.0
3116,2012,Aug,domain_2,url_104,c_09,1.0
3117,2012,Aug,domain_2,url_104,c_11,1.0
3118,2012,Aug,domain_2,url_104,c_12,1.0
3119,2012,Aug,domain_2,url_104,c_14,5.0
3120,2012,Aug,domain_2,url_104,c_16,1.0
3121,2012,Aug,domain_2,url_104,c_21,1.0
3122,2012,Aug,domain_2,url_104,c_27,5.0
3123,2012,Aug,domain_2,url_104,c_30,2.0
3124,2012,Aug,domain_2,url_104,c_31,1.0
3125,2012,Aug,domain_2,url_105,c_07,1.0
3126,2012,Aug,domain_2,url_105,c_08,6.0
3127,2012,Aug,domain_2,url_105,c_31,2.0
3128,2012,Aug,domain_2,url_107,c_03,16.0
3129,2012,Aug,domain_2,url_107,c_16,1.0
3130,2012,Aug,domain_2,url_109,c_03,26.0
3131,2012,Aug,domain_2,url_109,c_16,3.0
3132,2012,Aug,domain_2,url_110,c_09,6.0
3133,2012,Aug,domain_2,url_110,c_11,8.0
3134,2012,Aug,domain_2,url_110,c_18,1.0
3135,2012,Aug,domain_2,url_110,c_22,4.0
3136,2012,Aug,domain_2,url_110,c_27,2.0
3137,2012,Aug,domain_2,url_111,c_08,14.0
3138,2012,Aug,domain_2,url_111,c_11,1.0
3139,2012,Aug,domain_2,url_111,c_19,5.0
3140,2012,Aug,domain_2,url_111,c_22,1.0
3141,2012,Aug,domain_2,url_111,c_27,1.0
3142,2012,Aug,domain_2,url_111,c_28,1.0
3143,2012,Aug,domain_2,url_111,c_31,1.0
3144,2012,Aug,domain_2,url_112,c_09,1.0
3145,2012,Aug,domain_2,url_112,c_11,11.0
3146,2012,Aug,domain_2,url_112,c_22,1.0
3147,2012,Aug,domain_2,url_112,c_27,2.0
3148,2012,Aug,domain_2,url_113,c_02,1.0
3149,2012,Aug,domain_2,url_113,c_05,1.0
3150,2012,Aug,domain_2,url_113,c_09,2.0
3151,2012,Aug,domain_2,url_113,c_11,9.0
3152,2012,Aug,domain_2,url_113,c_16,1.0
3153,2012,Aug,domain_2,url_113,c_22,1.0
3154,2012,Aug,domain_2,url_113,c_27,6.0
3155,2012,Aug,domain_2,url_114,c_01,19.0
3156,2012,Aug,domain_2,url_114,c_02,1.0
3157,2012,Aug,domain_2,url_114,c_11,2.0
3158,2012,Aug,domain_2,url_115,c_02,9.0
3159,2012,Aug,domain_2,url_115,c_13,18.0
3160,2012,Aug,domain_2,url_116,c_08,2.0
3161,2012,Aug,domain_2,url_116,c_11,1.0
3162,2012,Aug,domain_2,url_116,c_18,2.0
3163,2012,Aug,domain_2,url_116,c_19,3.0
3164,2012,Aug,domain_2,url_116,c_28,1.0
3165,2012,Aug,domain_2,url_116,c_30,1.0
3166,2012,Aug,domain_2,url_116,c_31,1.0
3167,2012,Aug,domain_2,url_117,c_11,7.0
3168,2012,Aug,domain_2,url_117,c_27,2.0
3169,2012,Aug,domain_2,url_118,c_01,20.0
3170,2012,Aug,domain_2,url_118,c_02,6.0
3171,2012,Aug,domain_2,url_118,c_20,2.0
3172,2012,Aug,domain_2,url_119,c_05,3.0
3173,2012,Aug,domain_2,url_119,c_27,2.0
3174,2012,Aug,domain_2,url_12,c_02,4.0
3175,2012,Aug,domain_2,url_12,c_20,3.0
3176,2012,Aug,domain_2,url_120,c_03,7.0
3177,2012,Aug,domain_2,url_121,c_08,3.0
3178,2012,Aug,domain_2,url_121,c_11,1.0
3179,2012,Aug,domain_2,url_121,c_19,1.0
3180,2012,Aug,domain_2,url_121,c_31,1.0
3181,2012,Aug,domain_2,url_121,c_33,2.0
3182,2012,Aug,domain_2,url_122,c_03,8.0
3183,2012,Aug,domain_2,url_122,c_16,4.0
3184,2012,Aug,domain_2,url_123,c_11,6.0
3185,2012,Aug,domain_2,url_123,c_27,1.0
3186,2012,Aug,domain_2,url_124,c_06,1.0
3187,2012,Aug,domain_2,url_124,c_09,10.0
3188,2012,Aug,domain_2,url_124,c_11,21.0
3189,2012,Aug,domain_2,url_124,c_22,6.0
3190,2012,Aug,domain_2,url_124,c_27,5.0
3191,2012,Aug,domain_2,url_124,c_32,1.0
3192,2012,Aug,domain_2,url_125,c_05,5.0
3193,2012,Aug,domain_2,url_126,c_01,1.0
3194,2012,Aug,domain_2,url_126,c_02,3.0
3195,2012,Aug,domain_2,url_126,c_08,2.0
3196,2012,Aug,domain_2,url_126,c_20,4.0
3197,2012,Aug,domain_2,url_127,c_17,7.0
3198,2012,Aug,domain_2,url_127,c_23,2.0
3199,2012,Aug,domain_2,url_128,c_08,11.0
3200,2012,Aug,domain_2,url_128,c_11,1.0
3201,2012,Aug,domain_2,url_128,c_18,1.0
3202,2012,Aug,domain_2,url_128,c_19,3.0
3203,2012,Aug,domain_2,url_128,c_28,1.0
3204,2012,Aug,domain_2,url_128,c_30,1.0
3205,2012,Aug,domain_2,url_128,c_31,2.0
3206,2012,Aug,domain_2,url_129,c_08,7.0
3207,2012,Aug,domain_2,url_129,c_19,1.0
3208,2012,Aug,domain_2,url_129,c_31,6.0
3209,2012,Aug,domain_2,url_129,c_35,1.0
3210,2012,Aug,domain_2,url_13,c_02,6.0
3211,2012,Aug,domain_2,url_13,c_12,12.0
3212,2012,Aug,domain_2,url_13,c_13,6.0
3213,2012,Aug,domain_2,url_13,c_14,1.0
3214,2012,Aug,domain_2,url_13,c_22,1.0
3215,2012,Aug,domain_2,url_13,c_30,1.0
3216,2012,Aug,domain_2,url_130,c_01,4.0
3217,2012,Aug,domain_2,url_130,c_05,1.0
3218,2012,Aug,domain_2,url_130,c_11,9.0
3219,2012,Aug,domain_2,url_130,c_12,9.0
3220,2012,Aug,domain_2,url_130,c_24,4.0
3221,2012,Aug,domain_2,url_131,c_03,9.0
3222,2012,Aug,domain_2,url_131,c_16,1.0
3223,2012,Aug,domain_2,url_131,c_29,1.0
3224,2012,Aug,domain_2,url_132,c_04,3.0
3225,2012,Aug,domain_2,url_132,c_17,8.0
3226,2012,Aug,domain_2,url_132,c_23,6.0
3227,2012,Aug,domain_2,url_133,c_02,1.0
3228,2012,Aug,domain_2,url_133,c_11,7.0
3229,2012,Aug,domain_2,url_133,c_13,1.0
3230,2012,Aug,domain_2,url_133,c_22,1.0
3231,2012,Aug,domain_2,url_134,c_01,13.0
3232,2012,Aug,domain_2,url_134,c_02,2.0
3233,2012,Aug,domain_2,url_134,c_11,2.0
3234,2012,Aug,domain_2,url_135,c_07,10.0
3235,2012,Aug,domain_2,url_135,c_12,1.0
3236,2012,Aug,domain_2,url_135,c_13,1.0
3237,2012,Aug,domain_2,url_135,c_15,2.0
3238,2012,Aug,domain_2,url_135,c_17,1.0
3239,2012,Aug,domain_2,url_135,c_24,2.0
3240,2012,Aug,domain_2,url_135,c_27,1.0
3241,2012,Aug,domain_2,url_135,c_29,2.0
3242,2012,Aug,domain_2,url_137,c_02,4.0
3243,2012,Aug,domain_2,url_137,c_13,15.0
3244,2012,Aug,domain_2,url_137,c_27,1.0
3245,2012,Aug,domain_2,url_137,c_32,1.0
3246,2012,Aug,domain_2,url_138,c_02,7.0
3247,2012,Aug,domain_2,url_138,c_12,19.0
3248,2012,Aug,domain_2,url_138,c_13,3.0
3249,2012,Aug,domain_2,url_139,c_01,10.0
3250,2012,Aug,domain_2,url_139,c_02,5.0
3251,2012,Aug,domain_2,url_139,c_07,1.0
3252,2012,Aug,domain_2,url_139,c_20,1.0
3253,2012,Aug,domain_2,url_14,c_04,1.0
3254,2012,Aug,domain_2,url_14,c_05,13.0
3255,2012,Aug,domain_2,url_14,c_06,2.0
3256,2012,Aug,domain_2,url_14,c_09,3.0
3257,2012,Aug,domain_2,url_14,c_22,1.0
3258,2012,Aug,domain_2,url_14,c_27,4.0
3259,2012,Aug,domain_2,url_140,c_08,6.0
3260,2012,Aug,domain_2,url_140,c_19,1.0
3261,2012,Aug,domain_2,url_141,c_01,13.0
3262,2012,Aug,domain_2,url_141,c_02,5.0
3263,2012,Aug,domain_2,url_141,c_20,1.0
3264,2012,Aug,domain_2,url_15,c_05,4.0
3265,2012,Aug,domain_2,url_15,c_09,27.0
3266,2012,Aug,domain_2,url_15,c_22,9.0
3267,2012,Aug,domain_2,url_15,c_25,2.0
3268,2012,Aug,domain_2,url_15,c_27,3.0
3269,2012,Aug,domain_2,url_15,c_29,1.0
3270,2012,Aug,domain_2,url_15,c_33,1.0
3271,2012,Aug,domain_2,url_16,c_14,2.0
3272,2012,Aug,domain_2,url_16,c_20,1.0
3273,2012,Aug,domain_2,url_16,c_27,2.0
3274,2012,Aug,domain_2,url_16,c_29,2.0
3275,2012,Aug,domain_2,url_18,c_01,2.0
3276,2012,Aug,domain_2,url_18,c_02,5.0
3277,2012,Aug,domain_2,url_18,c_08,2.0
3278,2012,Aug,domain_2,url_18,c_11,1.0
3279,2012,Aug,domain_2,url_18,c_12,1.0
3280,2012,Aug,domain_2,url_18,c_20,4.0
3281,2012,Aug,domain_2,url_19,c_02,1.0
3282,2012,Aug,domain_2,url_19,c_08,6.0
3283,2012,Aug,domain_2,url_19,c_11,1.0
3284,2012,Aug,domain_2,url_19,c_17,1.0
3285,2012,Aug,domain_2,url_19,c_19,4.0
3286,2012,Aug,domain_2,url_19,c_28,2.0
3287,2012,Aug,domain_2,url_19,c_31,2.0
3288,2012,Aug,domain_2,url_20,c_02,8.0
3289,2012,Aug,domain_2,url_20,c_11,1.0
3290,2012,Aug,domain_2,url_20,c_13,28.0
3291,2012,Aug,domain_2,url_22,c_05,1.0
3292,2012,Aug,domain_2,url_22,c_11,33.0
3293,2012,Aug,domain_2,url_22,c_14,8.0
3294,2012,Aug,domain_2,url_22,c_18,1.0
3295,2012,Aug,domain_2,url_22,c_22,8.0
3296,2012,Aug,domain_2,url_22,c_27,4.0
3297,2012,Aug,domain_2,url_22,c_32,2.0
3298,2012,Aug,domain_2,url_22,c_35,2.0
3299,2012,Aug,domain_2,url_23,c_03,25.0
3300,2012,Aug,domain_2,url_23,c_16,2.0
3301,2012,Aug,domain_2,url_23,c_26,2.0
3302,2012,Aug,domain_2,url_24,c_02,17.0
3303,2012,Aug,domain_2,url_24,c_12,27.0
3304,2012,Aug,domain_2,url_24,c_13,6.0
3305,2012,Aug,domain_2,url_24,c_18,1.0
3306,2012,Aug,domain_2,url_25,c_05,6.0
3307,2012,Aug,domain_2,url_26,c_02,15.0
3308,2012,Aug,domain_2,url_26,c_12,40.0
3309,2012,Aug,domain_2,url_26,c_13,8.0
3310,2012,Aug,domain_2,url_26,c_28,1.0
3311,2012,Aug,domain_2,url_27,c_04,2.0
3312,2012,Aug,domain_2,url_27,c_17,12.0
3313,2012,Aug,domain_2,url_27,c_23,3.0
3314,2012,Aug,domain_2,url_28,c_01,22.0
3315,2012,Aug,domain_2,url_28,c_02,2.0
3316,2012,Aug,domain_2,url_28,c_12,1.0
3317,2012,Aug,domain_2,url_29,c_11,8.0
3318,2012,Aug,domain_2,url_29,c_27,3.0
3319,2012,Aug,domain_2,url_29,c_32,1.0
3320,2012,Aug,domain_2,url_29,c_33,1.0
3321,2012,Aug,domain_2,url_30,c_09,10.0
3322,2012,Aug,domain_2,url_30,c_11,13.0
3323,2012,Aug,domain_2,url_30,c_18,2.0
3324,2012,Aug,domain_2,url_30,c_22,4.0
3325,2012,Aug,domain_2,url_30,c_27,1.0
3326,2012,Aug,domain_2,url_30,c_32,1.0
3327,2012,Aug,domain_2,url_31,c_17,11.0
3328,2012,Aug,domain_2,url_31,c_23,2.0
3329,2012,Aug,domain_2,url_32,c_05,6.0
3330,2012,Aug,domain_2,url_32,c_06,1.0
3331,2012,Aug,domain_2,url_33,c_11,1.0
3332,2012,Aug,domain_2,url_33,c_23,3.0
3333,2012,Aug,domain_2,url_33,c_35,1.0
3334,2012,Aug,domain_2,url_34,c_05,2.0
3335,2012,Aug,domain_2,url_34,c_07,2.0
3336,2012,Aug,domain_2,url_34,c_09,1.0
3337,2012,Aug,domain_2,url_34,c_11,1.0
3338,2012,Aug,domain_2,url_34,c_27,3.0
3339,2012,Aug,domain_2,url_34,c_29,1.0
3340,2012,Aug,domain_2,url_34,c_33,1.0
3341,2012,Aug,domain_2,url_36,c_05,3.0
3342,2012,Aug,domain_2,url_36,c_11,2.0
3343,2012,Aug,domain_2,url_36,c_23,1.0
3344,2012,Aug,domain_2,url_37,c_04,1.0
3345,2012,Aug,domain_2,url_37,c_17,5.0
3346,2012,Aug,domain_2,url_37,c_23,2.0
3347,2012,Aug,domain_2,url_38,c_01,12.0
3348,2012,Aug,domain_2,url_38,c_02,6.0
3349,2012,Aug,domain_2,url_40,c_05,1.0
3350,2012,Aug,domain_2,url_40,c_07,1.0
3351,2012,Aug,domain_2,url_40,c_17,9.0
3352,2012,Aug,domain_2,url_40,c_23,2.0
3353,2012,Aug,domain_2,url_41,c_04,1.0
3354,2012,Aug,domain_2,url_41,c_09,1.0
3355,2012,Aug,domain_2,url_41,c_17,13.0
3356,2012,Aug,domain_2,url_41,c_23,2.0
3357,2012,Aug,domain_2,url_42,c_03,6.0
3358,2012,Aug,domain_2,url_42,c_16,3.0
3359,2012,Aug,domain_2,url_43,c_02,8.0
3360,2012,Aug,domain_2,url_43,c_11,1.0
3361,2012,Aug,domain_2,url_43,c_12,23.0
3362,2012,Aug,domain_2,url_43,c_13,2.0
3363,2012,Aug,domain_2,url_44,c_07,4.0
3364,2012,Aug,domain_2,url_44,c_11,1.0
3365,2012,Aug,domain_2,url_44,c_14,2.0
3366,2012,Aug,domain_2,url_44,c_27,3.0
3367,2012,Aug,domain_2,url_45,c_01,7.0
3368,2012,Aug,domain_2,url_46,c_08,6.0
3369,2012,Aug,domain_2,url_46,c_11,1.0
3370,2012,Aug,domain_2,url_46,c_13,1.0
3371,2012,Aug,domain_2,url_46,c_18,1.0
3372,2012,Aug,domain_2,url_48,c_17,17.0
3373,2012,Aug,domain_2,url_48,c_23,1.0
3374,2012,Aug,domain_2,url_49,c_02,3.0
3375,2012,Aug,domain_2,url_49,c_08,1.0
3376,2012,Aug,domain_2,url_49,c_20,5.0
3377,2012,Aug,domain_2,url_50,c_11,5.0
3378,2012,Aug,domain_2,url_50,c_18,1.0
3379,2012,Aug,domain_2,url_50,c_22,3.0
3380,2012,Aug,domain_2,url_50,c_27,2.0
3381,2012,Aug,domain_2,url_52,c_05,4.0
3382,2012,Aug,domain_2,url_52,c_06,2.0
3383,2012,Aug,domain_2,url_53,c_15,2.0
3384,2012,Aug,domain_2,url_53,c_18,1.0
3385,2012,Aug,domain_2,url_53,c_20,2.0
3386,2012,Aug,domain_2,url_53,c_21,1.0
3387,2012,Aug,domain_2,url_53,c_27,1.0
3388,2012,Aug,domain_2,url_53,c_30,1.0
3389,2012,Aug,domain_2,url_53,c_36,1.0
3390,2012,Aug,domain_2,url_54,c_06,4.0
3391,2012,Aug,domain_2,url_54,c_07,4.0
3392,2012,Aug,domain_2,url_54,c_09,1.0
3393,2012,Aug,domain_2,url_54,c_16,1.0
3394,2012,Aug,domain_2,url_54,c_18,1.0
3395,2012,Aug,domain_2,url_54,c_27,4.0
3396,2012,Aug,domain_2,url_54,c_29,1.0
3397,2012,Aug,domain_2,url_54,c_30,1.0
3398,2012,Aug,domain_2,url_55,c_08,1.0
3399,2012,Aug,domain_2,url_55,c_29,2.0
3400,2012,Aug,domain_2,url_55,c_30,1.0
3401,2012,Aug,domain_2,url_55,c_36,1.0
3402,2012,Aug,domain_2,url_57,c_02,1.0
3403,2012,Aug,domain_2,url_57,c_05,4.0
3404,2012,Aug,domain_2,url_57,c_06,1.0
3405,2012,Aug,domain_2,url_57,c_07,8.0
3406,2012,Aug,domain_2,url_57,c_11,3.0
3407,2012,Aug,domain_2,url_57,c_14,4.0
3408,2012,Aug,domain_2,url_57,c_25,2.0
3409,2012,Aug,domain_2,url_57,c_34,1.0
3410,2012,Aug,domain_2,url_59,c_03,5.0
3411,2012,Aug,domain_2,url_59,c_16,2.0
3412,2012,Aug,domain_2,url_59,c_26,2.0
3413,2012,Aug,domain_2,url_60,c_09,10.0
3414,2012,Aug,domain_2,url_60,c_11,3.0
3415,2012,Aug,domain_2,url_60,c_18,5.0
3416,2012,Aug,domain_2,url_60,c_22,4.0
3417,2012,Aug,domain_2,url_60,c_30,1.0
3418,2012,Aug,domain_2,url_61,c_05,7.0
3419,2012,Aug,domain_2,url_61,c_06,1.0
3420,2012,Aug,domain_2,url_61,c_27,1.0
3421,2012,Aug,domain_2,url_62,c_05,1.0
3422,2012,Aug,domain_2,url_62,c_17,15.0
3423,2012,Aug,domain_2,url_62,c_23,5.0
3424,2012,Aug,domain_2,url_62,c_34,1.0
3425,2012,Aug,domain_2,url_63,c_02,6.0
3426,2012,Aug,domain_2,url_63,c_12,30.0
3427,2012,Aug,domain_2,url_63,c_13,5.0
3428,2012,Aug,domain_2,url_63,c_20,2.0
3429,2012,Aug,domain_2,url_65,c_07,11.0
3430,2012,Aug,domain_2,url_65,c_11,2.0
3431,2012,Aug,domain_2,url_65,c_15,1.0
3432,2012,Aug,domain_2,url_65,c_16,1.0
3433,2012,Aug,domain_2,url_65,c_25,1.0
3434,2012,Aug,domain_2,url_66,c_07,6.0
3435,2012,Aug,domain_2,url_66,c_13,1.0
3436,2012,Aug,domain_2,url_66,c_14,1.0
3437,2012,Aug,domain_2,url_66,c_24,2.0
3438,2012,Aug,domain_2,url_66,c_27,2.0
3439,2012,Aug,domain_2,url_66,c_29,2.0
3440,2012,Aug,domain_2,url_66,c_30,1.0
3441,2012,Aug,domain_2,url_69,c_11,1.0
3442,2012,Aug,domain_2,url_69,c_17,3.0
3443,2012,Aug,domain_2,url_69,c_23,3.0
3444,2012,Aug,domain_2,url_70,c_06,1.0
3445,2012,Aug,domain_2,url_70,c_09,12.0
3446,2012,Aug,domain_2,url_70,c_22,2.0
3447,2012,Aug,domain_2,url_70,c_30,1.0
3448,2012,Aug,domain_2,url_71,c_03,3.0
3449,2012,Aug,domain_2,url_71,c_26,1.0
3450,2012,Aug,domain_2,url_71,c_35,1.0
3451,2012,Aug,domain_2,url_72,c_03,6.0
3452,2012,Aug,domain_2,url_72,c_16,2.0
3453,2012,Aug,domain_2,url_73,c_07,6.0
3454,2012,Aug,domain_2,url_73,c_14,1.0
3455,2012,Aug,domain_2,url_73,c_27,4.0
3456,2012,Aug,domain_2,url_73,c_34,1.0
3457,2012,Aug,domain_2,url_74,c_05,17.0
3458,2012,Aug,domain_2,url_74,c_06,2.0
3459,2012,Aug,domain_2,url_76,c_02,1.0
3460,2012,Aug,domain_2,url_76,c_07,9.0
3461,2012,Aug,domain_2,url_76,c_09,1.0
3462,2012,Aug,domain_2,url_76,c_11,2.0
3463,2012,Aug,domain_2,url_76,c_15,1.0
3464,2012,Aug,domain_2,url_76,c_16,1.0
3465,2012,Aug,domain_2,url_76,c_22,1.0
3466,2012,Aug,domain_2,url_76,c_27,7.0
3467,2012,Aug,domain_2,url_76,c_29,3.0
3468,2012,Aug,domain_2,url_78,c_09,1.0
3469,2012,Aug,domain_2,url_78,c_11,5.0
3470,2012,Aug,domain_2,url_78,c_22,1.0
3471,2012,Aug,domain_2,url_78,c_27,5.0
3472,2012,Aug,domain_2,url_78,c_32,2.0
3473,2012,Aug,domain_2,url_79,c_07,13.0
3474,2012,Aug,domain_2,url_79,c_15,2.0
3475,2012,Aug,domain_2,url_79,c_30,1.0
3476,2012,Aug,domain_2,url_80,c_06,1.0
3477,2012,Aug,domain_2,url_80,c_09,14.0
3478,2012,Aug,domain_2,url_80,c_11,2.0
3479,2012,Aug,domain_2,url_80,c_18,1.0
3480,2012,Aug,domain_2,url_80,c_22,7.0
3481,2012,Aug,domain_2,url_80,c_27,3.0
3482,2012,Aug,domain_2,url_80,c_32,1.0
3483,2012,Aug,domain_2,url_81,c_05,7.0
3484,2012,Aug,domain_2,url_82,c_03,12.0
3485,2012,Aug,domain_2,url_82,c_11,1.0
3486,2012,Aug,domain_2,url_82,c_16,4.0
3487,2012,Aug,domain_2,url_82,c_26,1.0
3488,2012,Aug,domain_2,url_83,c_01,23.0
3489,2012,Aug,domain_2,url_83,c_02,2.0
3490,2012,Aug,domain_2,url_84,c_02,1.0
3491,2012,Aug,domain_2,url_84,c_08,11.0
3492,2012,Aug,domain_2,url_84,c_18,2.0
3493,2012,Aug,domain_2,url_84,c_19,3.0
3494,2012,Aug,domain_2,url_84,c_31,2.0
3495,2012,Aug,domain_2,url_85,c_08,4.0
3496,2012,Aug,domain_2,url_85,c_28,1.0
3497,2012,Aug,domain_2,url_85,c_30,1.0
3498,2012,Aug,domain_2,url_86,c_03,4.0
3499,2012,Aug,domain_2,url_86,c_16,1.0
3500,2012,Aug,domain_2,url_86,c_26,1.0
3501,2012,Aug,domain_2,url_87,c_11,1.0
3502,2012,Aug,domain_2,url_87,c_24,2.0
3503,2012,Aug,domain_2,url_89,c_10,2.0
3504,2012,Aug,domain_2,url_89,c_11,14.0
3505,2012,Aug,domain_2,url_89,c_22,1.0
3506,2012,Aug,domain_2,url_89,c_27,2.0
3507,2012,Aug,domain_2,url_89,c_32,1.0
3508,2012,Aug,domain_2,url_90,c_17,13.0
3509,2012,Aug,domain_2,url_90,c_23,3.0
3510,2012,Aug,domain_2,url_90,c_26,1.0
3511,2012,Aug,domain_2,url_91,c_01,4.0
3512,2012,Aug,domain_2,url_91,c_02,3.0
3513,2012,Aug,domain_2,url_91,c_12,2.0
3514,2012,Aug,domain_2,url_92,c_04,1.0
3515,2012,Aug,domain_2,url_92,c_17,2.0
3516,2012,Aug,domain_2,url_93,c_11,8.0
3517,2012,Aug,domain_2,url_93,c_22,1.0
3518,2012,Aug,domain_2,url_93,c_27,1.0
3519,2012,Aug,domain_2,url_93,c_30,1.0
3520,2012,Aug,domain_2,url_93,c_32,2.0
3521,2012,Aug,domain_2,url_94,c_09,1.0
3522,2012,Aug,domain_2,url_94,c_11,14.0
3523,2012,Aug,domain_2,url_94,c_13,1.0
3524,2012,Aug,domain_2,url_94,c_27,3.0
3525,2012,Aug,domain_2,url_95,c_03,1.0
3526,2012,Aug,domain_2,url_95,c_05,1.0
3527,2012,Aug,domain_2,url_95,c_07,6.0
3528,2012,Aug,domain_2,url_95,c_09,1.0
3529,2012,Aug,domain_2,url_95,c_11,1.0
3530,2012,Aug,domain_2,url_95,c_13,2.0
3531,2012,Aug,domain_2,url_95,c_14,1.0
3532,2012,Aug,domain_2,url_95,c_18,1.0
3533,2012,Aug,domain_2,url_95,c_24,2.0
3534,2012,Aug,domain_2,url_95,c_28,1.0
3535,2012,Aug,domain_2,url_96,c_05,7.0
3536,2012,Aug,domain_2,url_97,c_02,1.0
3537,2012,Aug,domain_2,url_97,c_07,5.0
3538,2012,Aug,domain_2,url_97,c_08,1.0
3539,2012,Aug,domain_2,url_97,c_09,1.0
3540,2012,Aug,domain_2,url_97,c_10,1.0
3541,2012,Aug,domain_2,url_97,c_13,1.0
3542,2012,Aug,domain_2,url_97,c_15,2.0
3543,2012,Aug,domain_2,url_97,c_16,1.0
3544,2012,Aug,domain_2,url_97,c_20,1.0
3545,2012,Aug,domain_2,url_97,c_21,1.0
3546,2012,Aug,domain_2,url_97,c_24,2.0
3547,2012,Aug,domain_2,url_97,c_27,1.0
3548,2012,Aug,domain_2,url_97,c_29,3.0
3549,2012,Aug,domain_2,url_98,c_17,10.0
3550,2012,Aug,domain_2,url_98,c_23,4.0
3551,2012,Aug,domain_2,url_99,c_05,1.0
3552,2012,Aug,domain_2,url_99,c_07,8.0
3553,2012,Aug,domain_2,url_99,c_14,1.0
3554,2012,Aug,domain_2,url_99,c_20,1.0
3555,2012,Aug,domain_2,url_99,c_24,1.0
3556,2012,Aug,domain_2,url_99,c_26,1.0
3557,2012,Aug,domain_2,url_99,c_27,2.0
3558,2012,Sep,domain_1,url_10,c_21,5.0
3559,2012,Sep,domain_1,url_2,c_21,7.0
3560,2012,Sep,domain_1,url_3,c_07,1.0
3561,2012,Sep,domain_1,url_3,c_21,12.0
3562,2012,Sep,domain_1,url_5,c_14,2.0
3563,2012,Sep,domain_1,url_5,c_21,7.0
3564,2012,Sep,domain_1,url_6,c_14,2.0
3565,2012,Sep,domain_1,url_6,c_21,10.0
3566,2012,Sep,domain_1,url_7,c_14,1.0
3567,2012,Sep,domain_1,url_7,c_21,9.0
3568,2012,Sep,domain_1,url_8,c_14,1.0
3569,2012,Sep,domain_1,url_8,c_21,8.0
3570,2012,Sep,domain_1,url_8,c_34,1.0
3571,2012,Sep,domain_1,url_9,c_07,1.0
3572,2012,Sep,domain_1,url_9,c_14,3.0
3573,2012,Sep,domain_1,url_9,c_21,15.0
3574,2012,Sep,domain_1,url_9,c_34,1.0
3575,2012,Sep,domain_2,url_100,c_02,10.0
3576,2012,Sep,domain_2,url_100,c_13,15.0
3577,2012,Sep,domain_2,url_100,c_27,1.0
3578,2012,Sep,domain_2,url_101,c_05,17.0
3579,2012,Sep,domain_2,url_101,c_06,17.0
3580,2012,Sep,domain_2,url_102,c_05,1.0
3581,2012,Sep,domain_2,url_103,c_09,13.0
3582,2012,Sep,domain_2,url_103,c_11,1.0
3583,2012,Sep,domain_2,url_103,c_18,6.0
3584,2012,Sep,domain_2,url_103,c_22,1.0
3585,2012,Sep,domain_2,url_103,c_25,35.0
3586,2012,Sep,domain_2,url_103,c_27,1.0
3587,2012,Sep,domain_2,url_104,c_07,5.0
3588,2012,Sep,domain_2,url_104,c_11,1.0
3589,2012,Sep,domain_2,url_104,c_14,2.0
3590,2012,Sep,domain_2,url_104,c_15,1.0
3591,2012,Sep,domain_2,url_104,c_27,1.0
3592,2012,Sep,domain_2,url_104,c_30,1.0
3593,2012,Sep,domain_2,url_104,c_32,1.0
3594,2012,Sep,domain_2,url_105,c_02,7.0
3595,2012,Sep,domain_2,url_105,c_08,12.0
3596,2012,Sep,domain_2,url_105,c_11,1.0
3597,2012,Sep,domain_2,url_105,c_20,1.0
3598,2012,Sep,domain_2,url_105,c_31,2.0
3599,2012,Sep,domain_2,url_105,c_33,1.0
3600,2012,Sep,domain_2,url_107,c_03,21.0
3601,2012,Sep,domain_2,url_107,c_16,1.0
3602,2012,Sep,domain_2,url_109,c_03,17.0
3603,2012,Sep,domain_2,url_109,c_16,1.0
3604,2012,Sep,domain_2,url_110,c_09,1.0
3605,2012,Sep,domain_2,url_110,c_11,10.0
3606,2012,Sep,domain_2,url_110,c_22,3.0
3607,2012,Sep,domain_2,url_110,c_27,6.0
3608,2012,Sep,domain_2,url_110,c_33,1.0
3609,2012,Sep,domain_2,url_111,c_07,1.0
3610,2012,Sep,domain_2,url_111,c_08,9.0
3611,2012,Sep,domain_2,url_111,c_11,1.0
3612,2012,Sep,domain_2,url_111,c_19,1.0
3613,2012,Sep,domain_2,url_111,c_22,1.0
3614,2012,Sep,domain_2,url_111,c_28,2.0
3615,2012,Sep,domain_2,url_111,c_30,1.0
3616,2012,Sep,domain_2,url_111,c_31,5.0
3617,2012,Sep,domain_2,url_112,c_09,1.0
3618,2012,Sep,domain_2,url_112,c_11,27.0
3619,2012,Sep,domain_2,url_112,c_22,4.0
3620,2012,Sep,domain_2,url_113,c_09,1.0
3621,2012,Sep,domain_2,url_113,c_11,5.0
3622,2012,Sep,domain_2,url_113,c_22,1.0
3623,2012,Sep,domain_2,url_113,c_27,2.0
3624,2012,Sep,domain_2,url_113,c_32,1.0
3625,2012,Sep,domain_2,url_114,c_01,18.0
3626,2012,Sep,domain_2,url_114,c_02,3.0
3627,2012,Sep,domain_2,url_114,c_21,3.0
3628,2012,Sep,domain_2,url_115,c_02,6.0
3629,2012,Sep,domain_2,url_115,c_13,12.0
